LP	Nr produktu 1	Nr produktu 2	Grupa	Nazwa produktu	Producent	Cena netto	Cena brutto
1127	OPR.169920	61228403	LP	HERA & LUNA HL835 COL.1 	HERA & LUNA 	30,42	37,1124
1128	OPR.170615	61234283	LP	quest-x qx8792 col.1 	QUEST-X 	233,22	284,5284
1129	OPR.171781	61244020	LP	angelo futuro afb001 col.1 	ANGELO FUTURO 	202,02	246,4644
1130	OPR.171782	61244027	LP	angelo futuro afb001 col.2 	ANGELO FUTURO 	190,32	232,1904
1131	OPR.171783	61244034	LP	angelo futuro afb001 col.3 	ANGELO FUTURO 	223,08	272,1576
1132	OPR.171784	61244041	LP	angelo futuro afb002 col.1 	ANGELO FUTURO 	132,6	161,772
1133	OPR.171785	61244048	LP	angelo futuro afb002 col.2 	ANGELO FUTURO 	183,3	223,626
1134	OPR.171786	61244055	LP	angelo futuro afb002 col.3 	ANGELO FUTURO 	216,06	263,5932
1135	OPR.171787	61244062	LP	angelo futuro afb003 col.2 	ANGELO FUTURO 	143,52	175,0944
1136	OPR.171788	61244069	LP	ANGELO FUTURO AFB003 COL.3 	ANGELO FUTURO 	97,5	118,95
1137	OPR.171958	61245462	LP	QUEST-X QX8788 COL.2 	QUEST-X 	92,04	112,2888
1138	OPR.171959	61245469	LP	quest-x qx8788 col.3 	QUEST-X 	163,8	199,836
1139	OPR.171975	61245588	LP	quest-x qx8788 col.4 	QUEST-X 	184,08	224,5776
1140	OPR.172121	61246722	LP	quest-x qx8788 col.1 	QUEST-X 	185,64	226,4808
1141	OPR.172851	61252154	LP	angelo futuro afb003 col.1 	ANGELO FUTURO 	143,52	175,0944
1142	OPR.172890	61252455	LP	angelo futuro aft897 col.1 	ANGELO FUTURO 	198,9	242,658
1143	OPR.172891	61252462	LP	angelo futuro aft897 col.2 	ANGELO FUTURO 	249,6	304,512
1144	OPR.172892	61252469	LP	angelo futuro aft897 col.3 	ANGELO FUTURO 	216,84	264,5448
1145	OPR.172893	61252476	LP	angelo futuro aft898 col.2 	ANGELO FUTURO 	160,68	196,0296
1146	OPR.172897	61252504	LP	angelo futuro aft900 col.1 	ANGELO FUTURO 	162,24	197,9328
1147	OPR.172898	61252511	LP	angelo futuro aft900 col.2 	ANGELO FUTURO 	127,92	156,0624
1148	OPR.172899	61252518	LP	angelo futuro aft900 col.3 	ANGELO FUTURO 	197,34	240,7548
1149	OPR.173060	61253680	LP	angelo futuro aft898 col.1 	ANGELO FUTURO 	104,52	127,5144
1150	OPR.173065	61253715	LP	angelo futuro aft919 col.3 	ANGELO FUTURO 	266,76	325,4472
1151	OPR.173498	61256767	LP	ANGELO FUTURO AFT919 COL.1 	ANGELO FUTURO 	80,34	98,0148
1152	OPR.173499	61256774	LP	angelo futuro aft919 col.4 	ANGELO FUTURO 	225,42	275,0124
1153	OPR.173500	61256781	LP	angelo futuro aft920 col.2 	ANGELO FUTURO 	233,22	284,5284
1154	OPR.173501	61256788	LP	angelo futuro aft920 col.3 	ANGELO FUTURO 	274,56	334,9632
1155	OPR.173959	61265580	LP	hera & luna hmf0102 col.1 	HERA & LUNA 	191,1	233,142
1156	OPR.173960	61265587	LP	hera & luna hmf0102 col.2 	HERA & LUNA 	255,84	312,1248
1157	OPR.173961	61265594	LP	hera & luna hmf0102 col.3 	HERA & LUNA 	215,28	262,6416
1158	OPR.174044	61266189	LP	angelo futuro aft919 col.2 	ANGELO FUTURO 	212,16	258,8352
1159	OPR.174211	61267358	LP	ANGELO FUTURO AF9050 COL.2 	ANGELO FUTURO 	67,86	82,7892
1160	OPR.174212	61267365	LP	angelo futuro af9050 col.3 	ANGELO FUTURO 	130,26	158,9172
1161	OPR.174213	61267372	LP	angelo futuro aft898 col.3 	ANGELO FUTURO 	195,78	238,8516
1162	OPR.174685	61271341	LP	rosa del cuore rdc0839 col.1 	ROSA DEL CUORE 	119,34	145,5948
1163	OPR.174686	61271348	LP	ROSA DEL CUORE RDC0839 COL.2 	ROSA DEL CUORE 	69,42	84,6924
1164	OPR.174687	61271355	LP	ROSA DEL CUORE RDC0839 COL.3 	ROSA DEL CUORE 	92,82	113,2404
1165	OPR.174688	61271362	LP	ROSA DEL CUORE RDC0839 COL.4 	ROSA DEL CUORE 	40,56	49,4832
1166	OPR.174689	61271369	LP	rosa del cuore rdc0840 col.1 	ROSA DEL CUORE 	156,78	191,2716
1167	OPR.174690	61271376	LP	ROSA DEL CUORE RDC0840 COL.2 	ROSA DEL CUORE 	47,58	58,0476
1168	OPR.174691	61271383	LP	rosa del cuore rdc0840 col.3 	ROSA DEL CUORE 	155,22	189,3684
1169	OPR.174911	61273350	LP	hera & luna hl07012 col.4 	HERA & LUNA 	244,92	298,8024
1170	OPR.175064	61274967	LP	quest-x qx8802 col.1 	QUEST-X 	165,36	201,7392
1171	OPR.175065	61274974	LP	quest-x qx8802 col.2 	QUEST-X 	165,36	201,7392
1172	OPR.175066	61274981	LP	quest-x qx8802 col.3 	QUEST-X 	187,98	229,3356
1173	OPR.175067	61274988	LP	quest-x qx8802 col.4 	QUEST-X 	141,96	173,1912
1174	OPR.175068	61274995	LP	quest-x qx8803 col.1 	QUEST-X 	238,68	291,1896
1175	OPR.175069	61275002	LP	quest-x qx8803 col.2 	QUEST-X 	125,58	153,2076
1176	OPR.175070	61275009	LP	quest-x qx8803 col.3 	QUEST-X 	208,26	254,0772
1177	OPR.175071	61275016	LP	QUEST-X QX8803 COL.4 	QUEST-X 	52,26	63,7572
1178	OPR.175131	61275541	LP	angelo futuro aft920 col.1 	ANGELO FUTURO 	202,02	246,4644
1179	OPR.175139	61275597	LP	hera & luna hl1010 col.2 	HERA & LUNA 	143,52	175,0944
1180	OPR.175845	61281127	LP	QUEST-X QX8820 COL.1 	QUEST-X 	95,94	117,0468
1181	OPR.175846	61281134	LP	QUEST-X QX8820 COL.2 	QUEST-X 	31,98	39,0156
1182	OPR.175847	61281141	LP	quest-x qx8820 col.3 	QUEST-X 	164,58	200,7876
1183	OPR.175857	61281211	LP	angelo futuro af9050 col.1 	ANGELO FUTURO 	131,04	159,8688
1184	OPR.175860	61281232	LP	hera & luna hl1010 col.3 	HERA & LUNA 	179,4	218,868
1185	OPR.175991	61282436	LP	angelo futuro aft919 col.5 	ANGELO FUTURO 	124,02	151,3044
1186	OPR.176800	61289744	LP	angelo futuro aft920 col.4 	ANGELO FUTURO 	237,12	289,2864
1187	OPR.178328	61302764	LP	angelo futuro afb001 col.4 	ANGELO FUTURO 	186,42	227,4324
1188	OPR.178329	61302771	LP	ANGELO FUTURO AFB001 COL.5 	ANGELO FUTURO 	73,32	89,4504
1189	OPR.178330	61302778	LP	angelo futuro afb003 col.4 	ANGELO FUTURO 	260,52	317,8344
1190	OPR.178342	61302862	LP	hera & luna hl0762 new col.1 	HERA & LUNA 	233,22	284,5284
1191	OPR.178343	61302869	LP	hera & luna hl0762 new col.2 	HERA & LUNA 	113,88	138,9336
1192	OPR.178344	61302876	LP	HERA & LUNA HL0762 NEW COL.3 	HERA & LUNA 	31,98	39,0156
1193	OPR.178345	61302883	LP	hera & luna hl0762 new col.4 	HERA & LUNA 	120,9	147,498
1194	OPR.178346	61302890	LP	hera & luna hl0843-11 col.1 	HERA & LUNA 	281,58	343,5276
1195	OPR.179404	61310520	LP	angelo futuro afb003 col.5 	ANGELO FUTURO 	106,86	130,3692
1196	OPR.179405	61310527	LP	hera & luna hl0102 col.4 	HERA & LUNA 	287,82	351,1404
1197	OPR.179532	61311430	LP	ANGELO FUTURO AFB007 P COL.1 	ANGELO FUTURO 	77,22	94,2084
1198	OPR.179533	61311437	LP	angelo futuro afb008 p col.1 	ANGELO FUTURO 	246,48	300,7056
1199	OPR.179534	61311444	LP	angelo futuro afb011 col.1 	ANGELO FUTURO 	102,18	124,6596
1200	OPR.179585	61311801	LP	angelo futuro afb007 p col.2 	ANGELO FUTURO 	271,44	331,1568
1201	OPR.179586	61311808	LP	angelo futuro afb007 p col3 	ANGELO FUTURO 	216,06	263,5932
1202	OPR.179587	61311815	LP	ANGELO FUTURO AFB007 P COL.4 	ANGELO FUTURO 	63,18	77,0796
1203	OPR.179588	61311822	LP	angelo futuro afb008 p col.2 	ANGELO FUTURO 	294,06	358,7532
1204	OPR.179589	61311829	LP	angelo futuro afb008 p col.3 	ANGELO FUTURO 	296,4	361,608
1205	OPR.179590	61311836	LP	angelo futuro afb008 p col.4 	ANGELO FUTURO 	288,6	352,092
1206	OPR.179591	61311843	LP	angelo futuro afb011 col.2 	ANGELO FUTURO 	169,26	206,4972
1207	OPR.179592	61311850	LP	angelo futuro afb011 col.3 	ANGELO FUTURO 	145,86	177,9492
1208	OPR.179593	61311857	LP	angelo futuro afb011 col.4 	ANGELO FUTURO 	286,26	349,2372
1209	OPR.179600	61311906	LP	angelo futuro aft1102 col.1 	ANGELO FUTURO 	138,84	169,3848
1210	OPR.179601	61311913	LP	angelo futuro aft1102 col.2 	ANGELO FUTURO 	276,9	337,818
1211	OPR.179602	61311920	LP	ANGELO FUTURO AFT1102 COL.3 	ANGELO FUTURO 	43,68	53,2896
1212	OPR.179603	61311927	LP	angelo futuro aft1102 col.4 	ANGELO FUTURO 	304,2	371,124
1213	OPR.179604	61311934	LP	angelo futuro aft1106 col.1 	ANGELO FUTURO 	109,2	133,224
1214	OPR.179605	61311941	LP	ANGELO FUTURO AFT1106 COL.2 	ANGELO FUTURO 	67,08	81,8376
1215	OPR.179606	61311948	LP	ANGELO FUTURO AFT1106 COL.3 	ANGELO FUTURO 	76,44	93,2568
1216	OPR.179607	61311955	LP	ANGELO FUTURO AFT1106 COL.4 	ANGELO FUTURO 	97,5	118,95
1217	OPR.179608	61311962	LP	angelo futuro aft1106 col.5 	ANGELO FUTURO 	270,66	330,2052
1218	OPR.143976	61001169	MM	gentleman fa055 col. 1 	GENTLEMAN 	151,32	184,6104
1219	OPR.143980	61001197	MM	GENTLEMAN MICHAEL COL. 2 	GENTLEMAN 	70,98	86,5956
1220	OPR.143981	61001204	MM	GENTLEMAN MICHAEL COL. 3 	GENTLEMAN 	99,06	120,8532
1221	OPR.143985	61001232	MM	gentleman j7923 col. 1 	GENTLEMAN 	285,48	348,2856
1222	OPR.144262	61003171	MM	angelo futuro af1704 col.1 	ANGELO FUTURO 	113,1	137,982
1223	OPR.144267	61003206	MM	GENTLEMAN GT611 COL.2 	GENTLEMAN 	81,9	99,918
1224	OPR.144268	61003213	MM	gentleman gt5670 col.1 	GENTLEMAN 	229,32	279,7704
1225	OPR.144269	61003220	MM	gentleman gt5670 col.2 	GENTLEMAN 	153,66	187,4652
1226	OPR.144271	61003234	MM	GENTLEMAN GT5681 COL.2 	GENTLEMAN 	67,08	81,8376
1227	OPR.144272	61003241	MM	gentleman gt5681 col.3 	GENTLEMAN 	103,74	126,5628
1228	OPR.144784	61011025	MM	angelo futuro a605 col.23 	ANGELO FUTURO 	301,08	367,3176
1229	OPR.145484	61017563	MM	gentleman a602 col.14 	GENTLEMAN 	190,32	232,1904
1230	OPR.145485	61017570	MM	gentleman a602 col.15 	GENTLEMAN 	127,14	155,1108
1231	OPR.145486	61017577	MM	gentleman a602 col.16 	GENTLEMAN 	255,84	312,1248
1232	OPR.145559	61018088	MM	gentleman gt1241 col.1 	GENTLEMAN 	118,56	144,6432
1233	OPR.145561	61018102	MM	gentleman gt1241 col.3 	GENTLEMAN 	254,28	310,2216
1234	OPR.145571	61018172	MM	gentleman gt2530 col.1 	GENTLEMAN 	211,38	257,8836
1235	OPR.145932	61023002	MM	gentleman gt5670 col.3 	GENTLEMAN 	187,2	228,384
1236	OPR.145933	61023009	MM	gentleman gt9302 col.1 	GENTLEMAN 	226,2	275,964
1237	OPR.145934	61023016	MM	gentleman gt9302 col.2 	GENTLEMAN 	183,3	223,626
1238	OPR.146272	61025655	MM	gentleman michael col.3 	GENTLEMAN 	294,84	359,7048
1239	OPR.146274	61025669	MM	gentleman gt666 col.2 	GENTLEMAN 	160,68	196,0296
1240	OPR.146275	61025676	MM	gentleman gt666 col.3 	GENTLEMAN 	297,18	362,5596
1241	OPR.146276	61025683	MM	gentleman gt0777 col.1 	GENTLEMAN 	251,16	306,4152
1242	OPR.146277	61025690	MM	GENTLEMAN GT0777 COL.2 	GENTLEMAN 	71,76	87,5472
1243	OPR.146278	61025697	MM	gentleman gt0777 col.3 	GENTLEMAN 	207,48	253,1256
1244	OPR.146279	61025704	MM	gentleman gt2870 col.1 	GENTLEMAN 	194,22	236,9484
1245	OPR.146280	61025711	MM	gentleman gt2870 col.2 	GENTLEMAN 	253,5	309,27
1246	OPR.146634	61028644	MM	angelo futuro af5116 col.2 	ANGELO FUTURO 	237,9	290,238
1247	OPR.147103	61031927	MM	gentleman gt667 col.2 	GENTLEMAN 	244,92	298,8024
1248	OPR.147105	61031941	MM	GENTLEMAN GT767 COL.1 	GENTLEMAN 	39	47,58
1249	OPR.147106	61031948	MM	gentleman gt767 col.2 	GENTLEMAN 	261,3	318,786
1250	OPR.147107	61031955	MM	GENTLEMAN GT767 COL.3 	GENTLEMAN 	97,5	118,95
1251	OPR.147108	61031962	MM	gentleman gt980 col.1 	GENTLEMAN 	141,96	173,1912
1252	OPR.147109	61031969	MM	GENTLEMAN GT980 COL.2 	GENTLEMAN 	85,8	104,676
1253	OPR.147110	61031976	MM	gentleman gt980 col.3 	GENTLEMAN 	309,66	377,7852
1254	OPR.147424	61034195	MM	gentleman gt667 col.1 	GENTLEMAN 	141,96	173,1912
1255	OPR.147624	61035637	MM	gentleman a613 col.42 	GENTLEMAN 	152,88	186,5136
1256	OPR.148193	61040173	MM	ANGELO FUTURO A620 COL.66 	ANGELO FUTURO 	60,84	74,2248
1257	OPR.148194	61040180	MM	ANGELO FUTURO A620 COL.67 	ANGELO FUTURO 	45,24	55,1928
1258	OPR.148234	61040460	MM	GENTLEMAN GT9302 COL.3 	GENTLEMAN 	60,84	74,2248
1259	OPR.148239	61040495	MM	gentleman fa056 col.2 	GENTLEMAN 	159,12	194,1264
1260	OPR.148240	61040502	MM	gentleman fa056 col.3 	GENTLEMAN 	117,78	143,6916
1261	OPR.148245	61040537	MM	GENTLEMAN GT2530A COL.1 	GENTLEMAN 	35,1	42,822
1262	OPR.148279	61040775	MM	angelo futuro afsr002 col.1 	ANGELO FUTURO 	211,38	257,8836
1263	OPR.148280	61040782	MM	angelo futuro afsr002 col.2 	ANGELO FUTURO 	126,36	154,1592
1264	OPR.149551	61049714	MM	gentleman gtf01 col.1 	GENTLEMAN 	182,52	222,6744
1265	OPR.149552	61049721	MM	GENTLEMAN GTF01 COL.2 	GENTLEMAN 	88,14	107,5308
1266	OPR.149553	61049728	MM	gentleman gtf01 col.3 	GENTLEMAN 	146,64	178,9008
1267	OPR.149554	61049735	MM	gentleman gtf02 col.1 	GENTLEMAN 	113,1	137,982
1268	OPR.149555	61049742	MM	GENTLEMAN GTF02 COL.3 	GENTLEMAN 	63,96	78,0312
1269	OPR.149557	61049756	MM	gentleman gtf03 col.1 	GENTLEMAN 	245,7	299,754
1270	OPR.149558	61049763	MM	gentleman gtf04 col.4 	GENTLEMAN 	143,52	175,0944
1271	OPR.149559	61049770	MM	gentleman gtf04 col.2 	GENTLEMAN 	273	333,06
1272	OPR.149560	61049777	MM	gentleman gtf04 col.1 	GENTLEMAN 	292,5	356,85
1273	OPR.149580	61049917	MM	gentleman g3 col.12 	GENTLEMAN 	266,76	325,4472
1274	OPR.149814	61051618	MM	gentleman gt706 col.1 	GENTLEMAN 	216,06	263,5932
1275	OPR.149815	61051625	MM	gentleman gt706 col.2 	GENTLEMAN 	231,66	282,6252
1276	OPR.149816	61051632	MM	gentleman gt707 col.1 	GENTLEMAN 	145,86	177,9492
1277	OPR.149817	61051639	MM	GENTLEMAN GT707 COL.2 	GENTLEMAN 	33,54	40,9188
1278	OPR.149818	61051646	MM	GENTLEMAN GT708 COL.1 	GENTLEMAN 	57,72	70,4184
1279	OPR.149819	61051653	MM	GENTLEMAN GT708 COL.2 	GENTLEMAN 	89,7	109,434
1280	OPR.149820	61051660	MM	GENTLEMAN GT710 COL.1 	GENTLEMAN 	46,8	57,096
1281	OPR.149821	61051667	MM	gentleman gt710 col.2 	GENTLEMAN 	136,5	166,53
1282	OPR.150070	61053410	MM	ANGELO FUTURO AF1737 COL.2 	ANGELO FUTURO 	57,72	70,4184
1283	OPR.150079	61053473	MM	ANGELO FUTURO AFA621 COL.73 	ANGELO FUTURO 	96,72	117,9984
1284	OPR.150080	61053480	MM	angelo futuro afa621 col.74 	ANGELO FUTURO 	170,82	208,4004
1285	OPR.150081	61053487	MM	angelo futuro afa621 col.75 	ANGELO FUTURO 	248,04	302,6088
1286	OPR.150474	61056266	MM	gentleman gt703 col.1 	GENTLEMAN 	134,16	163,6752
1287	OPR.150475	61056273	MM	gentleman gt703 col.2 	GENTLEMAN 	113,1	137,982
1288	OPR.150476	61056280	MM	gentleman gt706 col.3 	GENTLEMAN 	132,6	161,772
1289	OPR.150477	61056287	MM	gentleman gt711 col.2 	GENTLEMAN 	301,08	367,3176
1290	OPR.150481	61056315	MM	gentleman gt715 col.1 	GENTLEMAN 	247,26	301,6572
1291	OPR.150484	61056336	MM	gentleman gtf01 col.1 	GENTLEMAN 	216,84	264,5448
1292	OPR.150485	61056343	MM	gentleman gtf01 col.2 	GENTLEMAN 	246,48	300,7056
1293	OPR.150487	61056357	MM	GENTLEMAN GTF02 COL.2 	GENTLEMAN 	86,58	105,6276
1294	OPR.150663	61057589	MM	angelo futuro aft722 col.2 	ANGELO FUTURO 	288,6	352,092
1295	OPR.150676	61057680	MM	angelo futuro aft723 col.1 	ANGELO FUTURO 	265,2	323,544
1296	OPR.150677	61057687	MM	angelo futuro aft723 col.2 	ANGELO FUTURO 	248,04	302,6088
1297	OPR.150922	61059507	MM	GENTLEMAN G4 COL.A7 	GENTLEMAN 	42,12	51,3864
1298	OPR.150923	61059514	MM	gentleman g4 col.a3 	GENTLEMAN 	198,9	242,658
1299	OPR.150925	61059528	MM	GENTLEMAN GT7927 COL.1 	GENTLEMAN 	37,44	45,6768
1300	OPR.150926	61059535	MM	GENTLEMAN GT7927 COL.2 	GENTLEMAN 	62,4	76,128
1301	OPR.150927	61059542	MM	gentleman gt7927 col.3 	GENTLEMAN 	272,22	332,1084
1302	OPR.150930	61059563	MM	gentleman g5 col.a12 	GENTLEMAN 	173,94	212,2068
1303	OPR.150932	61059577	MM	GENTLEMAN GT2530A COL.2 	GENTLEMAN 	35,1	42,822
1304	OPR.150934	61059591	MM	gentleman gt2530sp col.1 	GENTLEMAN 	177,84	216,9648
1305	OPR.150935	61059598	MM	gentleman gt2530sp col.2 	GENTLEMAN 	251,94	307,3668
1306	OPR.150937	61059612	MM	gentleman gt0666 col.1 	GENTLEMAN 	298,74	364,4628
1307	OPR.150938	61059619	MM	GENTLEMAN GT0666 COL.2 	GENTLEMAN 	65,52	79,9344
1308	OPR.150942	61059647	MM	gentleman gt0709 col.1 	GENTLEMAN 	241,8	294,996
1309	OPR.150943	61059654	MM	gentleman gt0709 col.2 	GENTLEMAN 	103,74	126,5628
1310	OPR.150944	61059661	MM	gentleman gt0980 col.1 	GENTLEMAN 	183,3	223,626
1311	OPR.150945	61059668	MM	gentleman gt0980 col.2 	GENTLEMAN 	104,52	127,5144
1312	OPR.150946	61059675	MM	gentleman gt0980 col.3 	GENTLEMAN 	264,42	322,5924
1313	OPR.150947	61059682	MM	gentleman gt0710 col.1 	GENTLEMAN 	233,22	284,5284
1314	OPR.150954	61059731	MM	gentleman gt0667 col.1 	GENTLEMAN 	184,86	225,5292
1315	OPR.150955	61059738	MM	gentleman gt0667 col.2 	GENTLEMAN 	116,22	141,7884
1316	OPR.150956	61059745	MM	gentleman gt0667 col.3 	GENTLEMAN 	251,16	306,4152
1317	OPR.150957	61059752	MM	gentleman gt0704 col.1 	GENTLEMAN 	165,36	201,7392
1318	OPR.151538	61066766	MM	ANGELO FUTURO AF0889 COL.1 	ANGELO FUTURO 	83,46	101,8212
1319	OPR.151539	61066773	MM	ANGELO FUTURO AF0889 COL.2 	ANGELO FUTURO 	92,04	112,2888
1320	OPR.151550	61066850	MM	gentleman g4 col.a7 	GENTLEMAN 	199,68	243,6096
1321	OPR.151559	61066913	MM	gentleman gt0701 col.1 	GENTLEMAN 	240,24	293,0928
1322	OPR.151560	61066920	MM	gentleman gt0701 col.2 	GENTLEMAN 	291,72	355,8984
1323	OPR.151562	61066934	MM	gentleman gt0704 col.2 	GENTLEMAN 	141,18	172,2396
1324	OPR.151563	61066941	MM	GENTLEMAN GT0712 COL.1 	GENTLEMAN 	50,7	61,854
1325	OPR.151564	61066948	MM	gentleman gt0712 col.2 	GENTLEMAN 	122,46	149,4012
1326	OPR.151565	61066955	MM	gentleman gt0705 col.1 	GENTLEMAN 	276,9	337,818
1327	OPR.151566	61066962	MM	GENTLEMAN GT0705 COL.2 	GENTLEMAN 	36,66	44,7252
1328	OPR.151567	61066969	MM	GENTLEMAN GT0709 COL.1 	GENTLEMAN 	41,34	50,4348
1329	OPR.151568	61066976	MM	gentleman gt0709 col.1 	GENTLEMAN 	304,98	372,0756
1330	OPR.151706	61068236	MM	GENTLEMAN GT0667 COL.2 	GENTLEMAN 	63,96	78,0312
1331	OPR.152070	61074172	MM	angelo futuro af882 col.1 	ANGELO FUTURO 	212,94	259,7868
1332	OPR.152071	61074179	MM	ANGELO FUTURO AF882 COL.2 	ANGELO FUTURO 	46,8	57,096
1333	OPR.152072	61074186	MM	angelo futuro af0887 col.1 	ANGELO FUTURO 	229,32	279,7704
1334	OPR.152091	61074319	MM	angelo futuro afa623 col.79 	ANGELO FUTURO 	301,86	368,2692
1335	OPR.152105	61074417	MM	ANGELO FUTURO AFT722 COL.3 	ANGELO FUTURO 	98,28	119,9016
1336	OPR.152108	61074438	MM	gentleman gt701 col.3 	GENTLEMAN 	184,08	224,5776
1337	OPR.152109	61074445	MM	gentleman gt702 col.1 	GENTLEMAN 	242,58	295,9476
1338	OPR.152111	61074459	MM	gentleman gt702 col.3 	GENTLEMAN 	310,44	378,7368
1339	OPR.152113	61074473	MM	gentleman gt716 col.1 	GENTLEMAN 	128,7	157,014
1340	OPR.152114	61074480	MM	GENTLEMAN GT716 COL.2 	GENTLEMAN 	70,2	85,644
1341	OPR.152115	61074487	MM	gentleman gt716 col.3 	GENTLEMAN 	244,92	298,8024
1342	OPR.152116	61074494	MM	gentleman gt717 col.1 	GENTLEMAN 	248,82	303,5604
1343	OPR.152118	61074508	MM	GENTLEMAN GT717 COL.3 	GENTLEMAN 	57,72	70,4184
1344	OPR.152120	61074522	MM	gentleman gt718 col.2 	GENTLEMAN 	307,32	374,9304
1345	OPR.152121	61074529	MM	gentleman gt718 col.3 	GENTLEMAN 	258,18	314,9796
1346	OPR.153016	61084168	MM	GENTLEMAN GT0713 COL.1 	GENTLEMAN 	98,28	119,9016
1347	OPR.153017	61084175	MM	gentleman gt0713 col.2 	GENTLEMAN 	170,82	208,4004
1348	OPR.153018	61084182	MM	GENTLEMAN GT0713 COL.3 	GENTLEMAN 	72,54	88,4988
1349	OPR.153019	61084189	MM	gentleman gt0719 col.1 	GENTLEMAN 	100,62	122,7564
1350	OPR.153021	61084203	MM	gentleman gt0719 col.4 	GENTLEMAN 	295,62	360,6564
1351	OPR.153022	61084210	MM	gentleman gt0720 col.3 	GENTLEMAN 	259,74	316,8828
1352	OPR.153023	61084217	MM	gentleman gt0721 col.2 	GENTLEMAN 	218,4	266,448
1353	OPR.153024	61084224	MM	GENTLEMAN GT0721 COL.3 	GENTLEMAN 	90,48	110,3856
1354	OPR.153025	61084231	MM	gentleman gt0722 col.1 	GENTLEMAN 	244,92	298,8024
1355	OPR.153028	61084252	MM	GENTLEMAN GT2311-07 COL.1 	GENTLEMAN 	98,28	119,9016
1356	OPR.153029	61084259	MM	GENTLEMAN GT2311-07 COL.2 	GENTLEMAN 	93,6	114,192
1357	OPR.153030	61084266	MM	GENTLEMAN GT2311-07 COL.3 	GENTLEMAN 	32,76	39,9672
1358	OPR.153097	61084924	MM	ANGELO FUTURO A2508 COL.2 	ANGELO FUTURO 	64,74	78,9828
1359	OPR.153457	61087556	MM	angelo futuro bl1779 red 	ANGELO FUTURO 	262,08	319,7376
1360	OPR.153493	61087808	MM	gentleman gtf003 col.2 	GENTLEMAN 	260,52	317,8344
1361	OPR.153494	61087815	MM	gentleman gtf003 col.3 	GENTLEMAN 	291,72	355,8984
1362	OPR.153532	61088081	MM	gentleman gt726 col.2 	GENTLEMAN 	247,26	301,6572
1363	OPR.154225	61092939	MM	gentleman gt0728 col.1 	GENTLEMAN 	159,9	195,078
1364	OPR.154226	61092946	MM	gentleman gt0728 col.2 	GENTLEMAN 	172,38	210,3036
1365	OPR.154227	61092953	MM	gentleman gt0728 col.3 	GENTLEMAN 	119,34	145,5948
1366	OPR.154251	61093121	MM	gentleman gt0733 col.1 	GENTLEMAN 	120,9	147,498
1367	OPR.154252	61093128	MM	gentleman gt0733 col.2 	GENTLEMAN 	226,2	275,964
1368	OPR.154253	61093135	MM	gentleman gt0733 col.3 	GENTLEMAN 	121,68	148,4496
1369	OPR.155360	61100877	MM	angelo futuro a605 col.82 	ANGELO FUTURO 	228,54	278,8188
1370	OPR.155361	61100884	MM	ANGELO FUTURO A605 COL.83 	ANGELO FUTURO 	85,8	104,676
1371	OPR.155436	61101409	MM	angelo futuro af0882 col.1 	ANGELO FUTURO 	226,98	276,9156
1372	OPR.155437	61101416	MM	angelo futuro af0882 col.2 	ANGELO FUTURO 	117,78	143,6916
1373	OPR.155438	61101423	MM	angelo futuro af0892 col.2 	ANGELO FUTURO 	112,32	137,0304
1374	OPR.155442	61101451	MM	angelo futuro a620 col.69 	ANGELO FUTURO 	174,72	213,1584
1375	OPR.155445	61101472	MM	angelo futuro a1162 col.7 	ANGELO FUTURO 	296,4	361,608
1376	OPR.155452	61101521	MM	angelo futuro aft755 col.1 	ANGELO FUTURO 	189,54	231,2388
1377	OPR.155453	61101528	MM	ANGELO FUTURO AFT755 COL.2 	ANGELO FUTURO 	30,42	37,1124
1378	OPR.155457	61101556	MM	gentleman g1 col.m7 	GENTLEMAN 	152,88	186,5136
1379	OPR.155458	61101563	MM	gentleman g10 col.a2 	GENTLEMAN 	190,32	232,1904
1380	OPR.155459	61101570	MM	gentleman g10 col.a4 	GENTLEMAN 	212,16	258,8352
1381	OPR.155460	61101577	MM	gentleman g10 col.m7 	GENTLEMAN 	147,42	179,8524
1382	OPR.155462	61101591	MM	gentleman g6 col.m6 	GENTLEMAN 	270,66	330,2052
1383	OPR.155465	61101612	MM	gentleman gt0704 col.3 	GENTLEMAN 	140,4	171,288
1384	OPR.155466	61101619	MM	gentleman gt0710 col.3 	GENTLEMAN 	115,44	140,8368
1385	OPR.155468	61101633	MM	gentleman gt0723 col.1 	GENTLEMAN 	119,34	145,5948
1386	OPR.155469	61101640	MM	gentleman gt0723 col.3 	GENTLEMAN 	260,52	317,8344
1387	OPR.155470	61101647	MM	gentleman gt0724 col.2 	GENTLEMAN 	276,12	336,8664
1388	OPR.155471	61101654	MM	gentleman gt0724 col.3 	GENTLEMAN 	304,98	372,0756
1389	OPR.155476	61101689	MM	gentleman gt0731 col.2 	GENTLEMAN 	235,56	287,3832
1390	OPR.155482	61101731	MM	gentleman g2 col.m4 	GENTLEMAN 	141,18	172,2396
1391	OPR.155483	61101738	MM	gentleman g2 col.m7 	GENTLEMAN 	179,4	218,868
1392	OPR.155485	61101752	MM	gentleman g3 col.a6 	GENTLEMAN 	245,7	299,754
1393	OPR.155486	61101759	MM	GENTLEMAN G3 COL.M3 	GENTLEMAN 	74,1	90,402
1394	OPR.155487	61101766	MM	gentleman g4 col.m4 	GENTLEMAN 	219,18	267,3996
