Agent First and Last Activity									
Date Time Range: 2015-08-01 - 2015-11-03									
									
Activity Time Range:	NA								
									
Site ID Range:	NA								
									
Agents /Workgroups:	NA								
									
									
									
	Data		Agent ID		Czas zalogowania		Czas wylogowania		IloϾ sprzedanych polis
			1072		07:38:03		14:00:07		8
									
			1314		08:15:18		14:01:23		7
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-16								
									
			1257		09:49:03		18:08:08		3
									
			4567		09:57:20		18:00:12		1
									
			2910		09:43:47		18:00:48		2
									
			4778		09:57:36		18:00:39		11
									
			3948		09:51:14		18:00:48		10
									
			3898		09:58:18		18:00:34		12
									
			4348		09:45:07		18:01:40		10
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-17								
									
			5279		09:59:37		18:00:17		14
									
			1570		10:10:15		18:00:10		15
									
			1567		10:09:29		18:00:31		6
									
			3329		10:04:07		18:00:14		5
									
			3830		09:22:13		17:59:29		10
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-18								
									
			4102		13:41:42		22:00:07		9
									
			2518		07:56:01		16:00:42		5
									
			2081		11:57:34		20:02:47		13
									
			4016		13:59:59		22:00:04		2
									
			3105		08:01:44		14:00:16		4
									
			4329		06:17:28		15:00:48		0
									
			1896		07:36:26		15:00:10		2
									
			4999		11:29:20		20:00:37		11
									
			1540		07:35:14		16:01:59		9
									
			5073		07:59:36		16:09:05		12
									
			1622		07:48:58		16:01:43		10
									
			2494		07:59:29		16:00:11		7
									
			4692		09:45:53		16:00:45		6
									
			2969		07:40:52		17:07:20		3
									
			1515		07:45:50		14:00:07		11
									
			5137		14:06:10		22:00:24		15
									
			4096		13:49:48		22:00:04		4
									
			4474		07:44:58		16:00:20		9
									
			5207		14:03:28		22:04:32		3
									
			5075		09:34:22		18:37:07		16
									
			4800		07:57:37		14:02:16		3
									
			3508		14:02:23		22:00:03		3
									
			1540		07:34:48		16:01:00		11
									
			1786		12:47:32		21:59:34		11
									
			4679		15:50:21		22:00:19		10
									
			1205		13:58:05		22:00:08		11
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-19								
									
			2480		07:51:46		14:00:05		8
									
			2915		09:33:03		17:58:18		13
									
			1030		07:57:42		16:00:06		10
									
			3381		12:50:20		20:01:03		7
									
			4920		13:58:02		21:59:23		8
									
			2983		07:52:06		14:00:04		6
									
			1910		08:00:29		14:00:06		6
									
			1266		06:17:57		15:02:04		14
									
			2369		09:26:18		18:02:41		11
									
			3511		11:16:58		20:00:23		4
									
			2626		07:20:56		15:59:45		16
									
			2290		07:43:43		14:01:12		4
									
			3584		07:51:51		16:03:00		6
									
			3110		07:53:32		16:00:32		12
									
			1727		07:47:42		14:02:26		12
									
			1486		07:48:27		14:00:05		2
									
			2610		13:54:53		21:42:44		11
									
			2855		07:51:03		16:00:13		14
									
			1548		13:17:37		21:45:29		4
									
			2279		14:02:38		21:59:58		5
									
			2079		14:02:57		21:00:14		9
									
			1201		14:04:20		21:43:42		9
									
			5265		14:04:41		21:57:10		13
									
			2806		12:37:48		21:00:12		14
									
			1072		07:38:03		14:00:07		9
									
			1314		08:15:18		14:01:23		11
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-20								
									
			1257		09:49:03		18:08:08		12
									
			4567		09:57:20		18:00:12		4
									
			2910		09:43:47		18:00:48		9
									
			4778		09:57:36		18:00:39		5
									
			3948		09:51:14		18:00:48		0
									
			3898		09:58:18		18:00:34		3
									
			4348		09:45:07		18:01:40		12
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-21								
									
			5279		09:59:37		18:00:17		4
									
			1570		10:10:15		18:00:10		1
									
			1567		10:09:29		18:00:31		4
									
			3329		10:04:07		18:00:14		9
									
			3830		09:22:13		17:59:29		4
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-22								
									
			4102		13:41:42		22:00:07		1
									
			2518		07:56:01		16:00:42		10
									
			2081		11:57:34		20:02:47		9
									
			4016		13:59:59		22:00:04		13
									
			3105		08:01:44		14:00:16		0
									
			4329		06:17:28		15:00:48		10
									
			1896		07:36:26		15:00:10		11
									
			4999		11:29:20		20:00:37		3
									
			1540		07:35:14		16:01:59		7
									
			5073		07:59:36		16:09:05		0
									
			1622		07:48:58		16:01:43		10
									
			2494		07:59:29		16:00:11		0
									
			4692		09:45:53		16:00:45		11
									
			2969		07:40:52		17:07:20		14
									
			1515		07:45:50		14:00:07		7
									
			5137		14:06:10		22:00:24		7
									
			4096		13:49:48		22:00:04		0
									
			4474		07:44:58		16:00:20		13
									
			5207		14:03:28		22:04:32		14
									
			5075		09:34:22		18:37:07		17
									
			4800		07:57:37		14:02:16		9
									
			3508		14:02:23		22:00:03		2
									
			1540		07:34:48		16:01:00		0
									
			1786		12:47:32		21:59:34		12
									
			4679		15:50:21		22:00:19		1
									
			1205		13:58:05		22:00:08		14
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-23								
									
			2480		07:51:46		14:00:05		11
									
			2915		09:33:03		17:58:18		0
									
			1030		07:57:42		16:00:06		5
									
			3381		12:50:20		20:01:03		13
									
			4920		13:58:02		21:59:23		0
									
			2983		07:52:06		14:00:04		3
									
			1910		08:00:29		14:00:06		10
									
			1266		06:17:57		15:02:04		3
									
			2369		09:26:18		18:02:41		13
									
			3511		11:16:58		20:00:23		7
									
			2626		07:20:56		15:59:45		5
									
			2290		07:43:43		14:01:12		0
									
			3584		07:51:51		16:03:00		0
									
			3110		07:53:32		16:00:32		11
									
			1727		07:47:42		14:02:26		12
									
			1486		07:48:27		14:00:05		2
									
			2610		13:54:53		21:42:44		8
									
			2855		07:51:03		16:00:13		14
									
			1548		13:17:37		21:45:29		8
									
			2279		14:02:38		21:59:58		4
									
			2079		14:02:57		21:00:14		0
									
			1201		14:04:20		21:43:42		0
									
			5265		14:04:41		21:57:10		10
									
			2806		12:37:48		21:00:12		15
									
			1072		07:38:03		14:00:07		7
									
			1314		08:15:18		14:01:23		10
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-24								
									
			1257		09:49:03		18:08:08		10
									
			4567		09:57:20		18:00:12		4
									
			2910		09:43:47		18:00:48		16
									
			4778		09:57:36		18:00:39		3
									
			3948		09:51:14		18:00:48		9
									
			3898		09:58:18		18:00:34		8
									
			4348		09:45:07		18:01:40		15
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-25								
									
			5279		09:59:37		18:00:17		0
									
			1570		10:10:15		18:00:10		9
									
			1567		10:09:29		18:00:31		10
									
			3329		10:04:07		18:00:14		11
									
			3830		09:22:13		17:59:29		16
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-26								
									
			4102		13:41:42		22:00:07		14
									
			2518		07:56:01		16:00:42		3
									
			2081		11:57:34		20:02:47		9
									
			4016		13:59:59		22:00:04		11
									
			3105		08:01:44		14:00:16		10
									
			4329		06:17:28		15:00:48		16
									
			1896		07:36:26		15:00:10		11
									
			4999		11:29:20		20:00:37		16
									
			1540		07:35:14		16:01:59		5
									
			5073		07:59:36		16:09:05		5
									
			1622		07:48:58		16:01:43		14
									
			2494		07:59:29		16:00:11		3
									
			4692		09:45:53		16:00:45		9
									
			2969		07:40:52		17:07:20		3
									
			1515		07:45:50		14:00:07		3
									
			5137		14:06:10		22:00:24		8
									
			4096		13:49:48		22:00:04		12
									
			4474		07:44:58		16:00:20		5
									
			5207		14:03:28		22:04:32		7
									
			5075		09:34:22		18:37:07		6
									
			4800		07:57:37		14:02:16		5
									
			3508		14:02:23		22:00:03		0
									
			1540		07:34:48		16:01:00		9
									
			1786		12:47:32		21:59:34		15
									
			4679		15:50:21		22:00:19		3
									
			1205		13:58:05		22:00:08		15
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-27								
									
			2480		07:51:46		14:00:05		1
									
			2915		09:33:03		17:58:18		8
									
			1030		07:57:42		16:00:06		11
									
			3381		12:50:20		20:01:03		1
									
			4920		13:58:02		21:59:23		16
									
			2983		07:52:06		14:00:04		9
									
			1910		08:00:29		14:00:06		10
									
			1266		06:17:57		15:02:04		14
									
			2369		09:26:18		18:02:41		11
									
			3511		11:16:58		20:00:23		14
									
			2626		07:20:56		15:59:45		9
									
			2290		07:43:43		14:01:12		5
									
			3584		07:51:51		16:03:00		10
									
			3110		07:53:32		16:00:32		13
									
			1727		07:47:42		14:02:26		9
									
			1486		07:48:27		14:00:05		7
									
			2610		13:54:53		21:42:44		15
									
			2855		07:51:03		16:00:13		7
									
			1548		13:17:37		21:45:29		9
									
			2279		14:02:38		21:59:58		8
									
			2079		14:02:57		21:00:14		8
									
			1201		14:04:20		21:43:42		9
									
			5265		14:04:41		21:57:10		1
									
			2806		12:37:48		21:00:12		1
									
			1072		07:38:03		14:00:07		4
									
			1314		08:15:18		14:01:23		9
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-28								
									
			1257		09:49:03		18:08:08		13
									
			4567		09:57:20		18:00:12		8
									
			2910		09:43:47		18:00:48		0
									
			4778		09:57:36		18:00:39		1
									
			3948		09:51:14		18:00:48		8
									
			3898		09:58:18		18:00:34		8
									
			4348		09:45:07		18:01:40		14
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-29								
									
			5279		09:59:37		18:00:17		3
									
			1570		10:10:15		18:00:10		15
									
			1567		10:09:29		18:00:31		3
									
			3329		10:04:07		18:00:14		6
									
			3830		09:22:13		17:59:29		11
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-30								
									
			4102		13:41:42		22:00:07		15
									
			2518		07:56:01		16:00:42		9
									
			2081		11:57:34		20:02:47		3
									
			4016		13:59:59		22:00:04		10
									
			3105		08:01:44		14:00:16		11
									
			4329		06:17:28		15:00:48		0
									
			1896		07:36:26		15:00:10		13
									
			4999		11:29:20		20:00:37		14
									
			1540		07:35:14		16:01:59		10
									
			5073		07:59:36		16:09:05		13
									
			1622		07:48:58		16:01:43		4
									
			2494		07:59:29		16:00:11		12
									
			4692		09:45:53		16:00:45		7
									
			2969		07:40:52		17:07:20		0
									
			1515		07:45:50		14:00:07		10
									
			5137		14:06:10		22:00:24		10
									
			4096		13:49:48		22:00:04		15
									
			4474		07:44:58		16:00:20		8
									
			5207		14:03:28		22:04:32		0
									
			5075		09:34:22		18:37:07		4
									
			4800		07:57:37		14:02:16		10
									
			3508		14:02:23		22:00:03		3
									
			1540		07:34:48		16:01:00		10
									
			1786		12:47:32		21:59:34		9
									
			4679		15:50:21		22:00:19		1
									
			1205		13:58:05		22:00:08		11
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-31								
									
			2480		07:51:46		14:00:05		0
									
			2915		09:33:03		17:58:18		0
									
			1030		07:57:42		16:00:06		4
									
			3381		12:50:20		20:01:03		5
									
			4920		13:58:02		21:59:23		12
									
			2983		07:52:06		14:00:04		10
									
			1910		08:00:29		14:00:06		1
									
			1266		06:17:57		15:02:04		11
									
			2369		09:26:18		18:02:41		6
									
			3511		11:16:58		20:00:23		12
									
			2626		07:20:56		15:59:45		14
									
			2290		07:43:43		14:01:12		8
									
			3584		07:51:51		16:03:00		4
									
			3110		07:53:32		16:00:32		1
									
			1727		07:47:42		14:02:26		7
									
			1486		07:48:27		14:00:05		5
									
			2610		13:54:53		21:42:44		1
									
			2855		07:51:03		16:00:13		8
									
			1548		13:17:37		21:45:29		15
									
			2279		14:02:38		21:59:58		4
									
			2079		14:02:57		21:00:14		7
									
			1201		14:04:20		21:43:42		1
									
			5265		14:04:41		21:57:10		3
									
			2806		12:37:48		21:00:12		12
									
			1072		07:38:03		14:00:07		7
									
			1314		08:15:18		14:01:23		2
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-11-01								
									
			1257		09:49:03		18:08:08		7
									
			4567		09:57:20		18:00:12		6
									
			2910		09:43:47		18:00:48		13
									
			4778		09:57:36		18:00:39		15
									
			3948		09:51:14		18:00:48		12
									
			3898		09:58:18		18:00:34		12
									
			4348		09:45:07		18:01:40		4
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-11-02								
									
			5279		09:59:37		18:00:17		3
									
			1570		10:10:15		18:00:10		7
									
			1567		10:09:29		18:00:31		15
									
			3329		10:04:07		18:00:14		7
									
			3830		09:22:13		17:59:29		2
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-11-03								
									
			4102		13:41:42		22:00:07		3
									
			2518		07:56:01		16:00:42		5
									
			2081		11:57:34		20:02:47		11
									
			4016		13:59:59		22:00:04		1
									
			3105		08:01:44		14:00:16		3
									
			4329		06:17:28		15:00:48		1
									
			1896		07:36:26		15:00:10		0
									
			4999		11:29:20		20:00:37		1
									
			1540		07:35:14		16:01:59		6
									
			5073		07:59:36		16:09:05		9
									
			1622		07:48:58		16:01:43		12
									
			2494		07:59:29		16:00:11		8
									
			4692		09:45:53		16:00:45		11
									
			2969		07:40:52		17:07:20		1
									
			1515		07:45:50		14:00:07		5
									
			5137		14:06:10		22:00:24		12
									
			4096		13:49:48		22:00:04		14
									
			4474		07:44:58		16:00:20		2
									
			5207		14:03:28		22:04:32		2
									
			5075		09:34:22		18:37:07		14
									
			4800		07:57:37		14:02:16		5
									
			3508		14:02:23		22:00:03		3
									
			1540		07:34:48		16:01:00		5
									
			1786		12:47:32		21:59:34		2
									
			4679		15:50:21		22:00:19		10
									
			9999		13:58:05		22:00:08		6
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
			5207		14:03:28		22:04:32		2
									
			5075		09:34:22		18:37:07		14
									
			4800		07:57:37		14:02:16		5
									
			3508		14:02:23		22:00:03		3
									
			1540		07:34:48		16:01:00		5
									
			1786		12:47:32		21:59:34		2
									
			4679		15:50:21		22:00:19		10
									
			9999		13:58:05		22:00:08		6
									
									
									
							Print Date: 5 listopad 2015  12:21:56		



